,evasión,genero,adulto_mayor,tiene_pareja,dependientes,antiguedad,servicio_telefónico,multiples_lineas,internet,seguridad_online,respaldo_en_la_nube,proteccion_de_dispositivo,soporte_tecnico,streaming_TV,streaming_peliculas,tipo_de_contrato,factura_digital,metodo_de_pago,cargo_mensual,cargo_total,cargo_diario,cantidad_servicios
1315,0,Male,0,1,1,22,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Mailed check,100.05,2090.25,3.335,6
1316,0,Male,0,1,0,30,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,49.9,1441.95,1.6633333333333333,3
1317,0,Male,0,1,1,52,1,0,DSL,1,1,1,0,1,1,Two year,0,Electronic check,79.2,4016.3,2.64,7
1318,0,Male,0,0,0,10,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.25,1021.55,3.175,6
1319,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.3,45.3,1.51,2
1320,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20.4,0.6799999999999999,1
1321,0,Male,0,0,0,20,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.7,415.9,0.6566666666666666,1
1322,1,Female,1,0,0,14,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,1101.85,2.631666666666667,4
1323,1,Male,0,0,0,16,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.05,1448.6,2.9683333333333333,5
1324,0,Female,0,0,0,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.3,797.1,0.7766666666666667,2
1325,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),90.95,6468.6,3.0316666666666667,9
1326,0,Female,0,1,0,65,1,0,DSL,0,0,0,1,1,0,Two year,1,Credit card (automatic),59.8,3808.2,1.9933333333333332,4
1327,0,Male,0,1,0,7,0,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,34.2,256.6,1.1400000000000001,3
1328,1,Female,1,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,46.0,1.5333333333333334,2
1329,1,Female,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.0,73.0,2.433333333333333,3
1330,1,Female,1,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.05,256.25,2.5016666666666665,3
1331,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.75,164.5,2.658333333333333,3
1332,0,Female,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.6,514.75,0.8533333333333334,2
1333,1,Female,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.5,7674.55,3.65,8
1334,0,Female,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702.0,0.8383333333333333,2
1335,0,Female,0,0,0,43,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.65,779.25,0.6549999999999999,1
1336,0,Male,1,0,0,18,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),58.4,964.9,1.9466666666666665,5
1337,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1873.7,0.8350000000000001,2
1338,1,Male,1,1,0,27,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,1893.95,2.5166666666666666,3
1339,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,157.65,0.635,1
1340,0,Female,1,1,0,48,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.65,3545.05,2.355,2
1341,0,Female,0,0,0,27,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.15,501.35,0.6383333333333333,1
1342,0,Female,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),92.2,6474.45,3.0733333333333333,9
1343,0,Female,0,0,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,107.75,6332.75,3.591666666666667,8
1344,0,Female,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Two year,0,Electronic check,104.7,6333.8,3.49,7
1345,0,Male,0,0,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.65,4903.2,3.621666666666667,8
1346,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20.5,0.6833333333333333,1
1347,1,Male,0,0,0,66,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,99.5,6710.5,3.316666666666667,6
1348,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.95,81.95,2.731666666666667,3
1349,0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,201.7,0.635,1
1350,0,Female,0,1,1,68,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.35,1292.65,0.645,1
1351,1,Male,0,0,0,18,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),33.5,600.0,1.1166666666666667,3
1352,1,Female,1,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.55,1131.2,3.3183333333333334,6
1353,1,Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,84.3,84.3,2.81,4
1354,0,Female,0,0,0,46,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.1,4674.4,3.3699999999999997,6
1355,0,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,141.6,0.6666666666666666,1
1356,0,Male,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.1,970.45,3.4366666666666665,6
1357,0,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,81.05,2.7016666666666667,3
1358,0,Male,0,1,0,63,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,102.6,6296.75,3.42,6
1359,0,Male,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.0,348.8,0.6333333333333333,1
1360,1,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.6,74.6,2.4866666666666664,3
1361,1,Male,0,0,0,13,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,99.0,1301.7,3.3,6
1362,1,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.3,523.15,2.643333333333333,3
1363,0,Male,0,1,1,18,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,85.6,1601.5,2.853333333333333,4
1364,0,Male,0,1,1,37,1,0,DSL,1,0,1,1,0,0,One year,1,Mailed check,58.75,2203.1,1.9583333333333333,5
1365,1,Male,0,0,0,12,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.7,1253.9,3.5566666666666666,7
1366,1,Female,0,0,0,43,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),49.05,2076.2,1.635,4
1367,0,Female,0,1,0,63,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,108.75,6871.7,3.625,8
1368,0,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.4,107.6,0.6799999999999999,1
1369,1,Male,1,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.95,2496.7,3.4316666666666666,7
1370,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168.2,3.0133333333333336,4
1371,1,Male,0,1,1,38,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,94.65,3624.3,3.1550000000000002,6
1372,1,Male,0,1,0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,95.8,3036.75,3.1933333333333334,5
1373,0,Female,0,0,0,48,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.85,4946.05,3.4616666666666664,7
1374,0,Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,86.05,308.1,2.868333333333333,4
1375,0,Female,0,0,0,29,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,67.45,1801.1,2.2483333333333335,6
1376,0,Male,0,0,0,27,1,0,DSL,1,1,0,0,0,0,One year,0,Bank transfer (automatic),55.45,1477.65,1.8483333333333334,4
1377,0,Male,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,2.8066666666666666,8
1378,0,Male,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,One year,0,Credit card (automatic),81.7,2548.65,2.7233333333333336,4
1379,0,Female,0,1,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,100.85,4847.35,3.3616666666666664,6
1380,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.45,8100.55,3.815,9
1381,0,Female,0,0,0,5,1,1,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,64.0,370.25,2.1333333333333333,5
1382,0,Male,0,1,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,55.7,55.7,1.8566666666666667,4
1383,0,Female,1,0,0,33,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),59.45,1884.65,1.9816666666666667,6
1384,0,Female,0,0,0,1,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,35.9,35.9,1.1966666666666665,3
1385,0,Female,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.0,1654.85,0.8666666666666667,2
1386,0,Female,0,0,0,60,1,1,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),80.55,4847.05,2.685,7
1387,0,Male,1,1,0,63,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.0,5329.55,2.8,8
1388,1,Female,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204.7,2.3466666666666667,2
1389,0,Female,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,1.7216666666666667,3
1390,0,Male,0,1,1,68,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,7322.5,3.525,7
1391,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),96.6,6827.5,3.2199999999999998,7
1392,1,Female,0,1,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.5,1808.7,2.8833333333333333,4
1393,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.75,324.6,2.325,2
1394,0,Female,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0.65,1
1395,0,Female,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71.0,2080.1,2.3666666666666667,5
1396,0,Female,0,1,0,64,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.15,6953.4,3.705,8
1397,0,Male,0,0,0,46,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,902.0,0.6683333333333333,1
1398,1,Female,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,2.5483333333333333,3
1399,0,Female,1,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.35,1835.3,2.645,4
1400,0,Male,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.25,1728.2,0.8416666666666667,2
1401,0,Female,0,1,0,41,0,0,DSL,0,1,0,1,0,0,One year,0,Mailed check,35.45,1391.65,1.1816666666666669,3
1402,1,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,2.985,4
1403,0,Female,0,0,1,17,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),92.7,1556.85,3.0900000000000003,6
1404,0,Male,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153.25,0.645,1
1405,0,Female,0,1,1,5,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,49.4,232.55,1.6466666666666667,3
1406,0,Female,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4911.35,2.3633333333333337,7
1407,0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,533.05,2.5133333333333336,3
1408,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.25,418.4,2.308333333333333,2
1409,0,Female,1,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,4133.95,3.48,7
1410,0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,151.75,2.4983333333333335,3
1411,0,Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0.8466666666666666,2
1412,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,0.675,1
1413,0,Male,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.95,318.6,3.5983333333333336,7
1414,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.6,45.6,1.52,2
1415,1,Male,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.2,2698.35,2.9733333333333336,5
1416,0,Male,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),96.65,1588.25,3.2216666666666667,5
1417,0,Male,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0.6783333333333333,1
1418,0,Female,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178.75,1.8233333333333335,4
1419,0,Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,2.9383333333333335,9
1420,0,Female,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Two year,1,Electronic check,78.95,5730.15,2.631666666666667,7
1421,1,Female,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),51.2,1561.5,1.7066666666666668,4
1422,1,Female,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.9,2217.15,2.4633333333333334,3
1423,0,Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,275.9,0.645,1
1424,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1654.75,0.8583333333333333,2
1425,1,Female,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),67.95,350.3,2.265,6
1426,0,Female,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.1,4144.9,2.4366666666666665,3
1427,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.75,50.75,1.6916666666666667,3
1428,0,Female,0,1,0,33,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),95.0,3008.15,3.1666666666666665,6
1429,0,Female,1,0,0,30,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.1,3121.1,3.4699999999999998,7
1430,0,Male,0,1,0,25,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),55.55,1405.3,1.8516666666666666,4
1431,1,Male,0,0,0,3,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,35.45,106.85,1.1816666666666669,3
1432,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.7,151.3,1.6900000000000002,3
1433,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.1,21.1,0.7033333333333334,1
1434,1,Female,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.8,1129.1,2.993333333333333,4
1435,1,Male,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.95,1767.35,2.365,2
1436,0,Male,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,536.35,0.6716666666666666,1
1437,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.55,8312.4,3.8516666666666666,9
1438,0,Male,0,0,0,44,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.5,835.5,0.65,1
1439,0,Female,0,0,0,18,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,1380.4,2.5133333333333336,3
1440,0,Female,1,0,0,7,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.35,609.65,2.8116666666666665,4
1441,0,Female,0,1,1,59,1,1,DSL,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),72.1,4194.85,2.4033333333333333,6
1442,0,Female,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.8,5917.55,2.8266666666666667,8
1443,0,Female,0,1,1,40,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.2,1077.5,0.8733333333333333,2
1444,0,Female,0,0,1,34,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,3688.6,3.5116666666666663,7
1445,0,Female,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,85.3,420.45,2.8433333333333333,4
1446,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,1.5216666666666667,2
1447,0,Male,0,1,1,68,0,0,DSL,1,1,0,0,1,0,One year,0,Mailed check,44.8,2983.65,1.4933333333333332,4
1448,0,Female,0,1,1,14,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,263.65,0.6566666666666666,1
1449,0,Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,2.9983333333333335,5
1450,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),68.65,261.25,2.2883333333333336,5
1451,0,Female,0,1,0,67,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.25,1733.15,0.8416666666666667,2
1452,0,Female,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),108.75,5431.9,3.625,8
1453,0,Male,0,0,0,43,0,0,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),35.2,1463.7,1.1733333333333333,3
1454,0,Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,0.6433333333333333,1
1455,0,Male,0,0,0,27,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.1,562.6,0.67,1
1456,1,Female,0,1,1,22,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,61.15,1422.05,2.038333333333333,5
1457,0,Female,0,1,0,40,1,1,DSL,0,1,0,0,1,0,One year,0,Bank transfer (automatic),63.9,2635.0,2.13,5
1458,1,Female,0,1,0,37,1,1,Fiber optic,1,0,1,1,0,1,One year,1,Electronic check,99.2,3754.6,3.3066666666666666,7
1459,1,Female,0,0,0,15,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.75,1111.85,2.658333333333333,4
1460,0,Female,0,0,0,28,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),54.9,1505.15,1.8299999999999998,4
1461,1,Male,0,1,0,13,1,1,DSL,0,0,1,0,1,1,One year,1,Mailed check,75.3,989.45,2.51,6
1462,0,Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,95.55,0.6683333333333333,1
1463,0,Male,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),65.65,3566.7,2.1883333333333335,6
1464,0,Male,0,1,1,63,0,0,DSL,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),39.35,2395.05,1.3116666666666668,4
1465,0,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,406.05,0.6683333333333333,1
1466,1,Female,0,0,1,46,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,4822.85,3.506666666666667,7
1467,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,92.4,6786.1,3.08,9
1468,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.6,1888.25,0.8533333333333334,2
1469,0,Male,0,1,1,32,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,674.55,0.6483333333333333,1
1470,0,Female,1,0,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.9,7521.95,3.5300000000000002,7
1471,0,Female,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,2.9949999999999997,9
1472,0,Male,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,2.171666666666667,6
1473,0,Male,0,0,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.7,1490.4,2.3233333333333333,2
1474,1,Female,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.0,1062.1,3.2,5
1475,0,Male,0,1,1,68,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.95,1303.25,0.6649999999999999,1
1476,0,Male,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,53.45,119.5,1.7816666666666667,4
1477,0,Female,1,0,0,29,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),58.55,1718.95,1.9516666666666667,5
1478,1,Female,0,0,0,7,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),40.1,293.3,1.3366666666666667,3
1479,0,Male,0,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,2.665,3
1480,0,Female,0,0,0,34,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,55.0,1885.15,1.8333333333333333,4
1481,1,Female,0,1,0,22,1,1,DSL,1,0,0,1,1,1,Month-to-month,1,Electronic check,79.2,1742.75,2.64,7
1482,1,Female,0,0,1,15,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,2.8633333333333337,4
1483,0,Female,0,1,0,40,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),78.85,3126.85,2.628333333333333,4
1484,0,Female,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,1,Two year,1,Credit card (automatic),94.45,6921.7,3.1483333333333334,6
1485,0,Female,0,1,0,72,0,0,DSL,1,1,1,0,0,1,Two year,1,Electronic check,49.2,3580.95,1.6400000000000001,5
1486,0,Female,0,0,0,45,1,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,73.55,3349.1,2.4516666666666667,6
1487,0,Male,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),111.95,8033.1,3.731666666666667,8
1488,0,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.3,6388.65,2.9766666666666666,9
1489,0,Male,1,1,0,18,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),59.1,1011.05,1.97,4
1490,1,Female,0,1,0,47,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,85.3,4045.65,2.8433333333333333,4
1491,0,Female,1,1,1,68,0,0,DSL,0,1,1,0,1,1,Two year,1,Electronic check,53.0,3656.25,1.7666666666666666,5
1492,0,Female,0,0,0,68,1,1,DSL,0,1,1,0,1,1,Two year,1,Electronic check,80.65,5330.2,2.6883333333333335,7
1493,1,Male,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.85,84.85,2.828333333333333,4
1494,0,Female,0,1,0,34,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),60.85,2003.6,2.0283333333333333,5
1495,0,Female,0,1,0,24,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.65,1928.7,2.6550000000000002,4
1496,0,Male,1,1,1,58,1,1,Fiber optic,1,1,0,1,0,0,One year,1,Bank transfer (automatic),89.85,5125.75,2.9949999999999997,6
1497,1,Male,1,0,0,7,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,546.95,2.8266666666666667,4
1498,1,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.8,50.8,1.6933333333333331,3
1499,1,Male,0,0,0,7,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51.0,354.05,1.7,3
1500,0,Female,1,1,0,37,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,90.0,3371.75,3.0,5
1501,0,Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.55,1331.05,0.8183333333333334,2
1502,0,Female,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.0,886.4,0.6666666666666666,1
1503,0,Male,0,1,1,43,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.25,1077.95,0.8083333333333333,2
1504,0,Female,0,1,1,26,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.95,2070.05,2.731666666666667,4
1505,0,Male,0,0,0,56,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.6,5581.05,3.2866666666666666,6
1506,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),25.25,25.25,0.8416666666666667,1
1507,0,Female,0,1,1,68,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.3,5560.0,2.8433333333333333,8
1508,0,Male,0,1,1,27,0,0,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.85,1246.4,1.5283333333333333,4
1509,0,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.5,791.7,2.85,4
1510,1,Male,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1.505,2
